customer_id,age,age_group,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases_days
1139,18,young_adult,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,4.7,No,Express,Yes,32,Venmo,14
1140,58,senior,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,42,Debit Card,14
1141,31,adult,Male,Jeans,Clothing,39,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,6,Credit Card,90
1142,39,adult,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,23,PayPal,14
1143,69,senior,Male,T-shirt,Clothing,76,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,27,Venmo,14
1144,68,senior,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,43,PayPal,90
1145,41,middle_aged,Male,Jeans,Clothing,54,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,25,Bank Transfer,14
1146,31,adult,Male,Sneakers,Footwear,89,Nevada,L,Pink,Summer,3.0,No,Express,Yes,30,Cash,90
1147,48,middle_aged,Male,Sneakers,Footwear,38,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,7,Bank Transfer,90
1148,59,senior,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,17,Debit Card,365
1149,34,adult,Male,Pants,Clothing,66,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,10,PayPal,14
1150,21,young_adult,Male,Jewelry,Accessories,42,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,40,Venmo,365
1151,29,adult,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,50,Venmo,14
1152,41,middle_aged,Male,Blouse,Clothing,86,Ohio,M,Gray,Spring,3.7,No,Express,Yes,24,Credit Card,7
1153,62,senior,Male,Handbag,Accessories,49,Connecticut,M,Gold,Fall,4.0,No,Standard,Yes,8,PayPal,90
1154,27,adult,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,6,Bank Transfer,90
1155,49,middle_aged,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,44,Credit Card,14
1156,67,senior,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Express,Yes,47,PayPal,90
1157,20,young_adult,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,6,Venmo,90
1158,37,adult,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,11,Cash,90
1159,69,senior,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,41,Bank Transfer,365
1160,66,senior,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,46,Venmo,90
1161,37,adult,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,9,Venmo,14
1162,63,senior,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,37,PayPal,30
1163,47,middle_aged,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,13,PayPal,7
1164,26,adult,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,Yes,24,Debit Card,30
1165,68,senior,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,No,Standard,Yes,47,PayPal,90
1166,51,middle_aged,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,21,Venmo,90
1167,48,middle_aged,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,22,Venmo,14
1168,60,senior,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,16,PayPal,90
1169,68,senior,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,37,Debit Card,14
1170,25,young_adult,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,3,Cash,365
1171,57,senior,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,No,Express,Yes,33,Cash,14
1172,41,middle_aged,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,15,Debit Card,365
1173,59,senior,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,42,Bank Transfer,14
1174,44,middle_aged,Male,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,42,Cash,14
1175,42,middle_aged,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,No,Express,Yes,19,Bank Transfer,14
1176,35,adult,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,26,PayPal,90
1177,36,adult,Male,Dress,Clothing,83,Oregon,M,Red,Winter,3.7,No,Free Shipping,Yes,39,PayPal,90
1178,54,middle_aged,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,No,Standard,Yes,24,Debit Card,30
1179,37,adult,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,23,Debit Card,365
1180,20,young_adult,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,44,Bank Transfer,365
1181,23,young_adult,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,34,Cash,30
1182,61,senior,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,43,Bank Transfer,90
1183,37,adult,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,45,PayPal,90
1184,23,young_adult,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,4,Credit Card,7
1185,63,senior,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,19,Credit Card,365
1186,47,middle_aged,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,29,Credit Card,30
1187,63,senior,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,27,Credit Card,365
1188,56,senior,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3.0,No,Express,Yes,37,Credit Card,90
1189,68,senior,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,11,Credit Card,7
1190,64,senior,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,3.7,No,Free Shipping,Yes,28,Debit Card,365
1191,62,senior,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,31,Credit Card,7
1192,34,adult,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,50,Venmo,90
1193,49,middle_aged,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,Yes,42,Venmo,90
1194,40,adult,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,18,Credit Card,14
1195,50,middle_aged,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,6,Credit Card,14
1196,25,young_adult,Male,Scarf,Accessories,95,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,33,Venmo,30
1197,30,adult,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,13,Bank Transfer,14
1198,54,middle_aged,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,26,PayPal,365
1199,40,adult,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,17,Cash,365
1200,49,middle_aged,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,3,Debit Card,7
1201,27,adult,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,7,PayPal,7
1202,27,adult,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,46,Venmo,14
1203,48,middle_aged,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,14,Venmo,90
1204,40,adult,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,23,Bank Transfer,365
1205,67,senior,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,20,Credit Card,90
1206,52,middle_aged,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,38,Bank Transfer,14
1207,22,young_adult,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,Yes,16,Venmo,90
1208,62,senior,Male,Boots,Footwear,90,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,48,Credit Card,90
1209,20,young_adult,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,3.8,No,2-Day Shipping,Yes,8,Debit Card,365
1210,41,middle_aged,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,16,Bank Transfer,30
1211,34,adult,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,5,Cash,90
1212,23,young_adult,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,14,Venmo,90
1213,32,adult,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,18,Credit Card,7
1214,68,senior,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,14,Debit Card,90
1215,30,adult,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,5,Cash,90
1216,66,senior,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,15,Credit Card,90
1217,62,senior,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,3,Venmo,90
1218,50,middle_aged,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,12,Cash,90
1219,55,middle_aged,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,43,Cash,90
1220,19,young_adult,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,35,Credit Card,14
1221,67,senior,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,3.8,No,Express,Yes,36,Bank Transfer,90
1222,18,young_adult,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,3,Cash,90
1223,58,senior,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,27,Bank Transfer,365
1224,69,senior,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,21,Bank Transfer,7
1225,62,senior,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,18,Venmo,7
1226,28,adult,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,16,Debit Card,7
1227,53,middle_aged,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,18,Venmo,14
1228,27,adult,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,19,Bank Transfer,14
1229,55,middle_aged,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,1,Cash,365
1230,34,adult,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,39,Bank Transfer,365
1231,25,young_adult,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,3.8,No,Standard,Yes,49,Venmo,30
1232,66,senior,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,Yes,43,Credit Card,14
1233,57,senior,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,31,Debit Card,90
1234,46,middle_aged,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,40,Venmo,90
1235,38,adult,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,2,Bank Transfer,14
1236,23,young_adult,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,46,PayPal,90
1237,42,middle_aged,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,35,Debit Card,90
1238,25,young_adult,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,42,Credit Card,90
1239,55,middle_aged,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,3,Venmo,14
1240,62,senior,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,32,Debit Card,90
1241,41,middle_aged,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,48,Debit Card,365
1242,58,senior,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,34,Credit Card,7
1243,56,senior,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4.0,No,Next Day Air,Yes,15,Bank Transfer,90
1244,25,young_adult,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,Yes,22,Debit Card,365
1245,70,senior,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,2,Cash,30
1246,42,middle_aged,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,30,Bank Transfer,7
1247,27,adult,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,27,Cash,30
1248,65,senior,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.7,No,Express,Yes,18,Venmo,14
1249,62,senior,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3.0,No,Free Shipping,Yes,8,Credit Card,365
1250,62,senior,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,Express,Yes,48,Venmo,14
1251,52,middle_aged,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,24,Cash,30
1252,56,senior,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,No,Next Day Air,Yes,43,Credit Card,30
1253,28,adult,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,No,Standard,Yes,8,Cash,90
1254,39,adult,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,No,Express,Yes,49,PayPal,365
1255,54,middle_aged,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,2,Credit Card,14
1256,30,adult,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,38,Cash,14
1257,45,middle_aged,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,4,Cash,14
1258,68,senior,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,No,Free Shipping,Yes,31,Cash,90
1259,47,middle_aged,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,34,Debit Card,90
1260,68,senior,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,45,Credit Card,30
1261,63,senior,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,30,Debit Card,90
1262,20,young_adult,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,2,Credit Card,14
1263,29,adult,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,44,Venmo,30
1264,41,middle_aged,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,1,Credit Card,14
1265,52,middle_aged,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,1,Venmo,14
1266,32,adult,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,27,Bank Transfer,7
1267,20,young_adult,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,No,Standard,Yes,14,Debit Card,90
1268,47,middle_aged,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,41,Cash,7
1269,23,young_adult,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,25,Debit Card,14
1270,43,middle_aged,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3.0,No,Standard,Yes,47,PayPal,90
1271,67,senior,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,20,Cash,365
1272,70,senior,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,42,PayPal,365
1273,35,adult,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,16,Bank Transfer,30
1274,41,middle_aged,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,32,Credit Card,90
1275,54,middle_aged,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,37,PayPal,90
1276,55,middle_aged,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,1,PayPal,30
1277,51,middle_aged,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,No,Next Day Air,Yes,37,Bank Transfer,7
1278,19,young_adult,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,No,Express,Yes,5,Venmo,90
1279,28,adult,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,31,Venmo,14
1280,63,senior,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,18,Debit Card,365
1281,30,adult,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.4,No,2-Day Shipping,Yes,39,Venmo,90
1282,29,adult,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,8,Venmo,14
1283,24,young_adult,Male,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3.0,No,Free Shipping,Yes,20,Venmo,30
1284,69,senior,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,23,Debit Card,90
1285,65,senior,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,No,Express,Yes,38,PayPal,14
1286,64,senior,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,45,Bank Transfer,14
1287,40,adult,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,No,Next Day Air,Yes,44,Debit Card,14
1288,24,young_adult,Male,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4,No,Standard,Yes,20,PayPal,30
1289,66,senior,Male,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.1,No,Standard,Yes,34,PayPal,14
1290,35,adult,Male,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,2.9,No,Next Day Air,Yes,10,PayPal,7
1291,67,senior,Male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4,No,Free Shipping,Yes,3,PayPal,365
1292,69,senior,Male,Sandals,Footwear,68,South Dakota,S,Beige,Spring,3.2,No,2-Day Shipping,Yes,23,Debit Card,14
1293,26,adult,Male,Belt,Accessories,61,Kentucky,M,Maroon,Summer,3.8,No,Free Shipping,Yes,42,Bank Transfer,365
1294,23,young_adult,Male,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.1,No,Standard,Yes,30,Debit Card,365
1295,27,adult,Male,Shirt,Clothing,64,Texas,M,Silver,Summer,4.5,No,Standard,Yes,21,Cash,90
1296,30,adult,Male,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.8,No,Standard,Yes,50,PayPal,7
1297,48,middle_aged,Male,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.8,No,Express,Yes,16,Cash,14
1298,44,middle_aged,Male,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.6,No,Standard,Yes,32,Venmo,365
1299,29,adult,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,3.0,No,Free Shipping,Yes,14,Bank Transfer,14
1300,29,adult,Male,Belt,Accessories,23,Louisiana,L,Teal,Fall,3.6,No,2-Day Shipping,Yes,42,Venmo,14
1301,67,senior,Male,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,No,Next Day Air,Yes,47,Credit Card,90
1302,42,middle_aged,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,5.0,No,Express,Yes,21,Debit Card,7
1303,23,young_adult,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,No,Next Day Air,Yes,37,Credit Card,30
1304,34,adult,Male,Blouse,Clothing,32,New York,L,Silver,Summer,3.1,No,Next Day Air,Yes,10,Credit Card,365
1305,64,senior,Male,Backpack,Accessories,63,Montana,S,Orange,Spring,4.0,No,2-Day Shipping,Yes,18,PayPal,90
1306,31,adult,Male,Pants,Clothing,56,Mississippi,XL,Peach,Spring,4.5,No,Express,Yes,2,PayPal,90
1307,54,middle_aged,Male,Sweater,Clothing,33,Alaska,L,Brown,Winter,4.5,No,Next Day Air,Yes,40,PayPal,365
1308,23,young_adult,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,No,Express,Yes,43,PayPal,365
1309,59,senior,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,No,Next Day Air,Yes,14,Credit Card,90
1310,32,adult,Male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,No,Store Pickup,Yes,41,Cash,90
1311,43,middle_aged,Male,Hoodie,Clothing,59,South Carolina,L,Brown,Winter,3.1,No,Store Pickup,Yes,38,Credit Card,90
1312,32,adult,Male,Shoes,Footwear,87,Tennessee,M,Maroon,Fall,4.2,No,Express,Yes,12,Venmo,365
1313,66,senior,Male,T-shirt,Clothing,79,Missouri,M,Violet,Winter,3.0,No,Store Pickup,Yes,19,Bank Transfer,30
1314,70,senior,Male,Shoes,Footwear,28,Missouri,M,Lavender,Summer,3.8,No,Free Shipping,Yes,23,Credit Card,14
1315,42,middle_aged,Male,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4,No,Free Shipping,Yes,49,Debit Card,365
1316,56,senior,Male,Shorts,Clothing,75,Mississippi,L,Green,Spring,4.2,No,2-Day Shipping,Yes,29,Debit Card,90
1317,28,adult,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,No,Standard,Yes,14,Debit Card,14
1318,28,adult,Male,Pants,Clothing,43,Kentucky,M,Green,Spring,2.8,No,Free Shipping,Yes,19,Cash,30
1319,52,middle_aged,Male,Shorts,Clothing,93,Connecticut,M,Maroon,Spring,2.7,No,Express,Yes,19,Credit Card,14
1320,65,senior,Male,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,4.0,No,Standard,Yes,48,Bank Transfer,7
1321,56,senior,Male,Hat,Accessories,31,California,XL,Teal,Fall,3.1,No,Free Shipping,Yes,19,Debit Card,365
1322,59,senior,Male,T-shirt,Clothing,84,Missouri,L,Orange,Winter,3.7,No,Express,Yes,45,Bank Transfer,90
1323,23,young_adult,Male,Pants,Clothing,74,Washington,M,Violet,Winter,4.0,No,Next Day Air,Yes,17,Bank Transfer,90
1324,58,senior,Male,Shorts,Clothing,62,New York,M,Yellow,Spring,4.6,No,Standard,Yes,15,Debit Card,90
1325,39,adult,Male,Jewelry,Accessories,77,Indiana,S,Orange,Summer,3.8,No,Free Shipping,Yes,11,Credit Card,14
1326,28,adult,Male,Backpack,Accessories,73,Oregon,L,Gold,Summer,3.5,No,Express,Yes,1,Cash,30
1327,40,adult,Male,Shoes,Footwear,50,Texas,M,Indigo,Spring,3.8,No,Free Shipping,Yes,17,Cash,30
1328,52,middle_aged,Male,Coat,Outerwear,40,Florida,M,Turquoise,Winter,2.8,No,Standard,Yes,37,Cash,7
1329,37,adult,Male,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,No,Standard,Yes,40,Bank Transfer,7
1330,70,senior,Male,Gloves,Accessories,63,Texas,M,Indigo,Fall,3.3,No,Express,Yes,50,PayPal,90
1331,30,adult,Male,Handbag,Accessories,65,Vermont,M,Charcoal,Fall,2.9,No,Standard,Yes,20,PayPal,14
1332,38,adult,Male,Socks,Clothing,91,Maryland,M,Lavender,Spring,3.2,No,Standard,Yes,8,PayPal,14
1333,66,senior,Male,Hoodie,Clothing,60,Alaska,S,Gold,Spring,4.3,No,Store Pickup,Yes,16,Bank Transfer,90
1334,29,adult,Male,Pants,Clothing,69,Idaho,M,Lavender,Winter,2.7,No,Next Day Air,Yes,9,Bank Transfer,90
1335,46,middle_aged,Male,Coat,Outerwear,52,West Virginia,S,White,Spring,3.8,No,Store Pickup,Yes,12,Venmo,30
1336,56,senior,Male,Boots,Footwear,49,Nevada,M,Lavender,Fall,4.8,No,2-Day Shipping,Yes,26,Credit Card,7
1337,23,young_adult,Male,Sneakers,Footwear,85,Oregon,M,Charcoal,Spring,4.8,No,Store Pickup,Yes,44,Debit Card,14
1338,37,adult,Male,Sweater,Clothing,86,Tennessee,L,Silver,Spring,3.4,No,Express,Yes,19,Credit Card,14
1339,56,senior,Male,Handbag,Accessories,51,Alabama,S,Yellow,Winter,2.6,No,Standard,Yes,43,PayPal,14
1340,36,adult,Male,Belt,Accessories,56,Indiana,L,Olive,Winter,5.0,No,Next Day Air,Yes,5,Bank Transfer,90
1341,40,adult,Male,Belt,Accessories,72,Idaho,M,Peach,Fall,4.4,No,Next Day Air,Yes,5,Debit Card,90
1342,26,adult,Male,Hoodie,Clothing,27,Rhode Island,XL,Yellow,Fall,3.7,No,Standard,Yes,31,Bank Transfer,90
1343,57,senior,Male,Sunglasses,Accessories,43,Arizona,XL,Yellow,Summer,3.4,No,2-Day Shipping,Yes,11,Bank Transfer,30
1344,68,senior,Male,Sneakers,Footwear,56,Florida,M,Indigo,Spring,3.4,No,Standard,Yes,34,Bank Transfer,30
1345,56,senior,Male,T-shirt,Clothing,37,New York,S,Violet,Fall,4.9,No,Next Day Air,Yes,14,Cash,365
1346,40,adult,Male,Dress,Clothing,21,Nebraska,M,White,Fall,3.6,No,Standard,Yes,42,Venmo,7
1347,44,middle_aged,Male,Hoodie,Clothing,91,Mississippi,L,White,Winter,3.0,No,Free Shipping,Yes,15,Venmo,14
1348,44,middle_aged,Male,Sweater,Clothing,95,Vermont,M,Cyan,Summer,3.9,No,2-Day Shipping,Yes,47,Bank Transfer,30
1349,19,young_adult,Male,Belt,Accessories,54,Nebraska,XL,Purple,Spring,3.2,No,Standard,Yes,23,Credit Card,14
1350,21,young_adult,Male,Socks,Clothing,36,South Carolina,XL,Black,Spring,3.2,No,Next Day Air,Yes,23,Cash,14
